job_id,job_title,company_name,industry,company_size,city,city_full,education,experience,salary_range,salary_low,salary_high,salary_level,required_skills,is_full_time,is_headhunter,publish_date
JOB00131,增长数据分析师,农夫山泉,消费品,10000人,东莞,广东东莞,本科,5-10年,12K-18K,12000,18000,中级(15K-25K),A/B测试|大数据|SQL|统计分析|机器学习|埋点分析|Tableau,全职,否,2025-07-24
JOB00132,风控数据分析师,美团,互联网/IT,50000人,佛山,广东佛山,本科,10年以上,15K-25K,15000,25000,中级(15K-25K),回归分析|数据清洗|增长分析|Python|NLP|大数据|SPSS,全职,否,2025-07-27
JOB00133,增长数据分析师,理想汽车,汽车,5000人,杭州,浙江杭州,硕士,1-3年,12K-18K,12000,18000,中级(15K-25K),R|SQL|Spark,全职,否,2025-06-07
JOB00134,增长数据分析师,中国一汽,汽车,50000人,大连,辽宁大连,硕士,10年以上,18K-25K,18000,25000,中级(15K-25K),Python|竞品分析|Power BI|ETL|R|数据仓库|机器学习|大数据,全职,否,2025-02-15
JOB00135,策略数据分析师,同程旅行,旅游,10000人,长沙,湖南长沙,本科,3-5年,18K-25K,18000,25000,中级(15K-25K),数据挖掘|竞品分析|数据建模|用户画像|大数据|R|数据清洗|NLP,全职,否,2025-03-25
JOB00136,数据分析师(偏运营),伊利,消费品,50000人,武汉,湖北武汉,硕士,3-5年,10K-15K,10000,15000,中初级(8K-15K),数据建模|A/B测试|Tableau|回归分析|埋点分析|数据仓库|数据可视化|增长分析,兼职,否,2025-07-05
JOB00137,数据分析经理,蒙牛,消费品,50000人,上海,上海,本科,5-10年,25K-35K,25000,35000,中高级(25K-40K),数据建模|增长分析|大数据|R|BI工具|数据仓库|NLP|竞品分析,全职,否,2025-02-02
JOB00138,增长数据分析师,飞猪,旅游,50000人,南京,江苏南京,本科,不限,10K-15K,10000,15000,中初级(8K-15K),Tableau|埋点分析|BI工具|Power BI|SQL|数据仓库,全职,否,2025-06-16
JOB00139,数据分析师,知乎,互联网/IT,1000人,武汉,湖北武汉,硕士,1-3年,8K-12K,8000,12000,中初级(8K-15K),指标体系|回归分析|数据清洗,全职,否,2025-01-06
JOB00140,风控数据分析师,上汽集团,汽车,50000人,成都,四川成都,硕士,不限,18K-25K,18000,25000,中级(15K-25K),SPSS|增长分析|A/B测试|Python|SQL|数据挖掘,全职,否,2025-03-10
JOB00141,数据分析师(偏运营),猿辅导,教育,10000人,天津,天津,本科,5-10年,6K-10K,6000,10000,中初级(8K-15K),数据建模|R|数据挖掘|Tableau|机器学习|SPSS,全职,否,2025-06-06
JOB00142,数据分析专员,阿里巴巴,互联网/IT,50000人,长沙,湖南长沙,硕士,3-5年,15K-25K,15000,25000,中级(15K-25K),NLP|指标体系|数据可视化|Hive|ETL|机器学习|Excel,全职,否,2025-02-16
JOB00143,用户数据分析师,饿了么,本地生活,10000人,南京,江苏南京,大专,3-5年,10K-15K,10000,15000,中初级(8K-15K),A/B测试|回归分析|增长分析|SQL|数据建模,全职,否,2025-01-22
JOB00144,资深数据分析师,OPPO,通信/电子,10000人,厦门,福建厦门,本科,5-10年,25K-35K,25000,35000,中高级(25K-40K),BI工具|A/B测试|竞品分析|Tableau|指标体系|深度学习|统计分析|用户画像,兼职,是,2025-05-12
JOB00145,数据分析师(偏算法),上汽集团,汽车,50000人,天津,天津,硕士,5-10年,15K-25K,15000,25000,中级(15K-25K),BI工具|数据清洗|埋点分析|用户画像,全职,否,2025-04-17
JOB00146,资深数据分析师,自如,房产,5000人,深圳,广东深圳,硕士,5-10年,30K-40K,30000,40000,中高级(25K-40K),R|回归分析|数据仓库|Power BI|SPSS|机器学习|ETL,全职,否,2025-05-15
JOB00147,数据分析师(偏运营),快手,互联网/IT,50000人,厦门,福建厦门,本科,3-5年,12K-18K,12000,18000,中级(15K-25K),埋点分析|数据挖掘|A/B测试|增长分析|SQL|数据可视化,全职,是,2025-02-19
JOB00148,数据分析师,B站,互联网/IT,5000人,上海,上海,本科,5-10年,12K-18K,12000,18000,中级(15K-25K),大数据|Python|A/B测试,全职,否,2025-07-21
JOB00149,资深数据分析师,上汽集团,汽车,50000人,重庆,重庆,博士,5-10年,18K-25K,18000,25000,中级(15K-25K),数据可视化|Excel|埋点分析|数据挖掘|数据仓库|Power BI,全职,否,2025-05-05
JOB00150,增长数据分析师,陆金所,金融,5000人,北京,北京,硕士,10年以上,10K-15K,10000,15000,中初级(8K-15K),Hive|数据仓库|数据可视化|数据清洗|BI工具|Spark|统计分析,全职,是,2025-06-25
JOB00151,资深数据分析师,小米,通信/电子,10000人,上海,上海,硕士,10年以上,25K-35K,25000,35000,中高级(25K-40K),数据清洗|R|Excel,全职,是,2025-01-08
JOB00152,风控数据分析师,百度,互联网/IT,50000人,郑州,河南郑州,本科,3-5年,15K-25K,15000,25000,中级(15K-25K),Power BI|ETL|A/B测试,全职,是,2025-05-11
JOB00153,商业数据分析师,饿了么,本地生活,10000人,南京,江苏南京,本科,1-3年,15K-20K,15000,20000,中级(15K-25K),A/B测试|数据建模|Python|数据仓库|回归分析|SPSS,全职,否,2025-04-02
JOB00154,数据分析专员,贝壳找房,房产,10000人,郑州,河南郑州,硕士,1-3年,10K-15K,10000,15000,中初级(8K-15K),数据可视化|SPSS|BI工具|数据仓库|大数据,全职,是,2025-07-23
JOB00155,数据分析师(偏运营),大疆,通信/电子,10000人,厦门,福建厦门,硕士,3-5年,30K-40K,30000,40000,中高级(25K-40K),Power BI|数据可视化|数据清洗|数据建模|R|机器学习|指标体系,全职,是,2025-03-03
JOB00156,数据分析师,同程旅行,旅游,10000人,武汉,湖北武汉,本科,3-5年,12K-18K,12000,18000,中级(15K-25K),R|数据挖掘|BI工具,全职,否,2025-02-16
JOB00157,商业数据分析师,微众银行,金融,1000人,长沙,湖南长沙,本科,10年以上,8K-12K,8000,12000,中初级(8K-15K),Tableau|增长分析|BI工具|大数据|数据清洗|竞品分析|用户画像|R,全职,否,2025-03-25
JOB00158,产品数据分析师,伊利,消费品,50000人,郑州,河南郑州,本科,3-5年,8K-12K,8000,12000,中初级(8K-15K),大数据|Spark|Tableau|增长分析|NLP|机器学习|R,全职,否,2025-05-28
JOB00159,增长数据分析师,陆金所,金融,5000人,杭州,浙江杭州,大专,3-5年,12K-18K,12000,18000,中级(15K-25K),A/B测试|Power BI|R|机器学习|数据清洗|数据可视化,全职,否,2025-05-21
JOB00160,增长数据分析师,58同城,本地生活,10000人,西安,陕西西安,硕士,3-5年,15K-20K,15000,20000,中级(15K-25K),Spark|SPSS|增长分析|统计分析|深度学习|Power BI,全职,否,2025-05-21
JOB00161,策略数据分析师,快手,互联网/IT,50000人,大连,辽宁大连,大专,5-10年,25K-35K,25000,35000,中高级(25K-40K),BI工具|SQL|Hive,全职,是,2025-01-23
JOB00162,策略数据分析师,海康威视,通信/电子,50000人,北京,北京,本科,3-5年,5K-8K,5000,8000,初级(8K以下),用户画像|大数据|埋点分析|深度学习|SQL|增长分析|数据仓库|数据挖掘,全职,否,2025-06-09
JOB00163,风控数据分析师,同程旅行,旅游,10000人,苏州,江苏苏州,大专,5-10年,15K-20K,15000,20000,中级(15K-25K),Tableau|ETL|Power BI|数据清洗,全职,是,2025-07-12
JOB00164,商业数据分析师,雀巢,消费品,10000人,郑州,河南郑州,本科,10年以上,10K-15K,10000,15000,中初级(8K-15K),数据清洗|A/B测试|埋点分析|Excel|指标体系|增长分析|Python|BI工具,全职,否,2025-04-02
JOB00165,产品数据分析师,阿里巴巴,互联网/IT,50000人,成都,四川成都,本科,5-10年,15K-20K,15000,20000,中级(15K-25K),NLP|Tableau|ETL|Python|数据清洗|R|回归分析,全职,否,2025-01-22
JOB00166,产品数据分析师,达能,消费品,10000人,天津,天津,本科,不限,20K-30K,20000,30000,中高级(25K-40K),R|回归分析|Power BI,全职,否,2025-04-03
JOB00167,策略数据分析师,农夫山泉,消费品,10000人,成都,四川成都,本科,3-5年,18K-25K,18000,25000,中级(15K-25K),机器学习|数据可视化|BI工具|增长分析|Power BI|竞品分析|Excel,兼职,否,2025-01-04
JOB00168,数据分析实习生,顺丰,物流,50000人,南京,江苏南京,本科,1-3年,6K-10K,6000,10000,中初级(8K-15K),BI工具|机器学习|SQL|指标体系|数据建模|Spark,全职,否,2025-06-19
JOB00169,高级数据分析师,理想汽车,汽车,5000人,深圳,广东深圳,硕士,5-10年,30K-40K,30000,40000,中高级(25K-40K),数据建模|Power BI|数据可视化,全职,否,2025-01-03
JOB00170,高级数据分析师,字节跳动,互联网/IT,50000人,苏州,江苏苏州,本科,3-5年,20K-30K,20000,30000,中高级(25K-40K),Hive|Spark|数据仓库|ETL,全职,否,2025-05-26
JOB00171,增长数据分析师,饿了么,本地生活,10000人,郑州,河南郑州,大专,3-5年,15K-25K,15000,25000,中级(15K-25K),数据清洗|回归分析|ETL|SPSS|埋点分析|数据可视化|BI工具,全职,是,2025-04-05
JOB00172,高级数据分析师,小红书,互联网/IT,5000人,成都,四川成都,本科,5-10年,18K-25K,18000,25000,中级(15K-25K),数据建模|数据清洗|增长分析|指标体系|大数据,全职,否,2025-04-11
JOB00173,策略数据分析师,理想汽车,汽车,5000人,长沙,湖南长沙,本科,3-5年,18K-25K,18000,25000,中级(15K-25K),Power BI|A/B测试|机器学习|用户画像|竞品分析|R|大数据,兼职,否,2025-03-10
JOB00174,风控数据分析师,微博,互联网/IT,5000人,东莞,广东东莞,硕士,1-3年,8K-12K,8000,12000,中初级(8K-15K),统计分析|Tableau|回归分析|R|数据挖掘|数据仓库,全职,是,2025-01-24
JOB00175,数据分析师(偏算法),好未来,教育,10000人,武汉,湖北武汉,本科,1-3年,15K-20K,15000,20000,中级(15K-25K),埋点分析|大数据|Power BI|指标体系|A/B测试|数据清洗,全职,是,2025-04-26
JOB00176,数据分析师(偏运营),理想汽车,汽车,5000人,深圳,广东深圳,本科,3-5年,12K-18K,12000,18000,中级(15K-25K),NLP|竞品分析|Hive|数据仓库|Python|统计分析|BI工具,全职,否,2025-01-25
JOB00177,策略数据分析师,联合利华,消费品,50000人,重庆,重庆,本科,3-5年,12K-18K,12000,18000,中级(15K-25K),指标体系|数据可视化|BI工具|机器学习|Hive|Tableau|SQL|竞品分析,全职,是,2025-05-18
JOB00178,增长数据分析师,陆金所,金融,5000人,厦门,福建厦门,本科,3-5年,15K-20K,15000,20000,中级(15K-25K),Power BI|统计分析|SQL|大数据|Tableau|A/B测试|Hive,全职,否,2025-07-24
JOB00179,数据分析经理,大疆,通信/电子,10000人,重庆,重庆,本科,10年以上,18K-25K,18000,25000,中级(15K-25K),大数据|Tableau|Spark|增长分析|竞品分析,全职,否,2025-01-28
JOB00180,商业数据分析师,58同城,本地生活,10000人,广州,广东广州,硕士,1-3年,35K-50K,35000,50000,高级(40K以上),SPSS|数据仓库|NLP|机器学习|深度学习|Hive|Spark,全职,是,2025-02-06
JOB00181,数据分析实习生,顺丰,物流,50000人,郑州,河南郑州,大专,3-5年,4K-6K,4000,6000,初级(8K以下),数据可视化|SQL|竞品分析|R|BI工具|数据建模,全职,否,2025-07-18
JOB00182,数据分析师(偏算法),建设银行,金融,50000人,重庆,重庆,本科,3-5年,8K-12K,8000,12000,中初级(8K-15K),ETL|指标体系|机器学习|用户画像|数据可视化|BI工具,全职,否,2025-03-28
JOB00183,资深数据分析师,猿辅导,教育,10000人,佛山,广东佛山,本科,5-10年,30K-40K,30000,40000,中高级(25K-40K),回归分析|Excel|埋点分析|Power BI|机器学习|Tableau|数据清洗,全职,否,2025-04-20
JOB00184,增长数据分析师,联想,通信/电子,50000人,东莞,广东东莞,本科,1-3年,12K-18K,12000,18000,中级(15K-25K),SPSS|数据仓库|NLP|大数据|A/B测试|Power BI|数据挖掘|机器学习,全职,否,2025-07-12
JOB00185,数据分析师(偏运营),阿里巴巴,互联网/IT,50000人,青岛,山东青岛,本科,5-10年,30K-40K,30000,40000,中高级(25K-40K),大数据|Hive|埋点分析|NLP|深度学习|竞品分析|Spark|BI工具,全职,是,2025-07-25
JOB00186,风控数据分析师,陆金所,金融,5000人,苏州,江苏苏州,大专,1-3年,8K-12K,8000,12000,中初级(8K-15K),回归分析|增长分析|BI工具|数据挖掘|大数据|数据仓库,全职,否,2025-03-25
JOB00187,数据分析经理,途牛,旅游,1000人,重庆,重庆,本科,10年以上,20K-30K,20000,30000,中高级(25K-40K),R|Hive|Tableau|增长分析|指标体系|数据清洗|A/B测试,全职,否,2025-01-15
JOB00188,数据分析师(偏算法),OPPO,通信/电子,10000人,南京,江苏南京,本科,5-10年,15K-20K,15000,20000,中级(15K-25K),用户画像|指标体系|Hive|SPSS|NLP|Power BI|R|埋点分析,全职,否,2025-05-09
JOB00189,用户数据分析师,同程旅行,旅游,10000人,成都,四川成都,本科,5-10年,8K-12K,8000,12000,中初级(8K-15K),埋点分析|深度学习|Tableau|Power BI|Hive|Python|数据建模,全职,否,2025-07-05
JOB00190,策略数据分析师,联合利华,消费品,50000人,杭州,浙江杭州,硕士,5-10年,15K-25K,15000,25000,中级(15K-25K),大数据|Power BI|回归分析|指标体系|数据建模|BI工具,全职,否,2025-06-26
JOB00191,产品数据分析师,拼多多,互联网/IT,10000人,郑州,河南郑州,本科,1-3年,25K-35K,25000,35000,中高级(25K-40K),大数据|机器学习|回归分析|SQL|增长分析|Excel,全职,否,2025-06-23
JOB00192,数据分析师(偏算法),链家,房产,10000人,深圳,广东深圳,硕士,3-5年,30K-40K,30000,40000,中高级(25K-40K),大数据|数据建模|机器学习|深度学习,全职,是,2025-02-19
JOB00193,策略数据分析师,微博,互联网/IT,5000人,长沙,湖南长沙,硕士,5-10年,5K-8K,5000,8000,初级(8K以下),SQL|Tableau|SPSS|Spark|BI工具|NLP,全职,否,2025-06-05
JOB00194,产品数据分析师,农夫山泉,消费品,10000人,成都,四川成都,硕士,5-10年,6K-10K,6000,10000,中初级(8K-15K),Excel|统计分析|埋点分析|指标体系|SPSS,全职,是,2025-06-23
JOB00195,数据分析经理,360数科,金融,5000人,合肥,安徽合肥,硕士,5-10年,18K-25K,18000,25000,中级(15K-25K),Power BI|回归分析|数据清洗,全职,否,2025-01-28
JOB00196,风控数据分析师,京东物流,物流,50000人,杭州,浙江杭州,本科,1-3年,6K-10K,6000,10000,中初级(8K-15K),Tableau|机器学习|统计分析,全职,否,2025-07-27
JOB00197,数据分析专员,联想,通信/电子,50000人,杭州,浙江杭州,本科,3-5年,12K-18K,12000,18000,中级(15K-25K),统计分析|增长分析|R|指标体系|深度学习|Power BI,全职,否,2025-04-28
JOB00198,增长数据分析师,度小满,金融,5000人,深圳,广东深圳,硕士,1-3年,6K-10K,6000,10000,中初级(8K-15K),统计分析|Hive|机器学习|Power BI|数据清洗|数据建模,全职,否,2025-05-20
JOB00199,数据分析师(偏运营),伊利,消费品,50000人,北京,北京,硕士,3-5年,8K-12K,8000,12000,中初级(8K-15K),ETL|R|增长分析|数据可视化|A/B测试|指标体系|Python,全职,否,2025-02-16
JOB00200,资深数据分析师,蔚来,汽车,10000人,广州,广东广州,本科,5-10年,20K-30K,20000,30000,中高级(25K-40K),统计分析|机器学习|Power BI,全职,否,2025-02-25
JOB00201,数据分析师,作业帮,教育,5000人,深圳,广东深圳,大专,不限,8K-12K,8000,12000,中初级(8K-15K),数据挖掘|数据可视化|ETL,全职,是,2025-07-14
JOB00202,用户数据分析师,京东物流,物流,50000人,郑州,河南郑州,本科,3-5年,12K-18K,12000,18000,中级(15K-25K),A/B测试|Excel|ETL,兼职,否,2025-02-18
JOB00203,策略数据分析师,饿了么,本地生活,10000人,郑州,河南郑州,本科,5-10年,15K-20K,15000,20000,中级(15K-25K),A/B测试|竞品分析|Hive,全职,否,2025-01-08
JOB00204,策略数据分析师,拼多多,互联网/IT,10000人,合肥,安徽合肥,本科,3-5年,5K-8K,5000,8000,初级(8K以下),埋点分析|增长分析|SPSS|Tableau|SQL|竞品分析|Power BI|深度学习,兼职,是,2025-05-17
JOB00205,增长数据分析师,玛氏,消费品,10000人,成都,四川成都,本科,5-10年,18K-25K,18000,25000,中级(15K-25K),BI工具|SQL|机器学习,全职,否,2025-01-09
JOB00206,数据分析实习生,B站,互联网/IT,5000人,青岛,山东青岛,本科,3-5年,5K-8K,5000,8000,初级(8K以下),统计分析|SPSS|数据建模|BI工具,全职,是,2025-05-01
JOB00207,数据分析专员,百度,互联网/IT,50000人,北京,北京,本科,3-5年,10K-15K,10000,15000,中初级(8K-15K),NLP|Python|数据仓库|数据挖掘,全职,否,2025-04-08
JOB00208,高级数据分析师,饿了么,本地生活,10000人,南京,江苏南京,本科,3-5年,40K-60K,40000,60000,高级(40K以上),统计分析|Tableau|ETL|埋点分析|Python|SPSS|数据清洗,兼职,否,2025-04-28
JOB00209,商业数据分析师,伊利,消费品,50000人,苏州,江苏苏州,本科,3-5年,4K-6K,4000,6000,初级(8K以下),回归分析|数据挖掘|A/B测试|增长分析|用户画像,全职,是,2025-04-25
JOB00210,数据分析师(偏BI),华泰证券,金融,10000人,天津,天津,硕士,1-3年,4K-6K,4000,6000,初级(8K以下),数据清洗|数据仓库|统计分析,全职,否,2025-01-11
JOB00211,数据分析师(偏运营),字节跳动,互联网/IT,50000人,郑州,河南郑州,硕士,5-10年,6K-10K,6000,10000,中初级(8K-15K),Hive|大数据|Python|Power BI,全职,否,2025-02-28
JOB00212,高级数据分析师,去哪儿,旅游,10000人,合肥,安徽合肥,硕士,3-5年,40K-60K,40000,60000,高级(40K以上),Tableau|ETL|Power BI|指标体系|数据可视化|Excel|回归分析,全职,否,2025-03-28
JOB00213,用户数据分析师,美团,本地生活,50000人,郑州,河南郑州,硕士,5-10年,8K-12K,8000,12000,中初级(8K-15K),Excel|R|Power BI|BI工具,全职,否,2025-01-06
JOB00214,风控数据分析师,中通快递,物流,10000人,厦门,福建厦门,本科,1-3年,10K-15K,10000,15000,中初级(8K-15K),Spark|A/B测试|数据建模|NLP,全职,是,2025-06-10
JOB00215,商业数据分析师,百度,互联网/IT,50000人,武汉,湖北武汉,硕士,1-3年,6K-10K,6000,10000,中初级(8K-15K),数据可视化|ETL|Python|埋点分析|A/B测试,兼职,是,2025-01-13
JOB00216,风控数据分析师,中通快递,物流,10000人,天津,天津,硕士,1-3年,10K-15K,10000,15000,中初级(8K-15K),Tableau|SQL|Python|深度学习,全职,否,2025-02-27
JOB00217,数据分析实习生,比亚迪,汽车,50000人,重庆,重庆,本科,10年以上,8K-12K,8000,12000,中初级(8K-15K),深度学习|Excel|SQL|R|指标体系,全职,否,2025-03-04
JOB00218,增长数据分析师,百度,互联网/IT,50000人,厦门,福建厦门,本科,10年以上,10K-15K,10000,15000,中初级(8K-15K),大数据|SQL|数据可视化|埋点分析|Hive|SPSS,全职,否,2025-03-09
JOB00219,用户数据分析师,中通快递,物流,10000人,杭州,浙江杭州,大专,3-5年,8K-12K,8000,12000,中初级(8K-15K),Hive|数据仓库|大数据|Python|Excel|数据建模,全职,否,2025-06-26
JOB00220,数据分析师(偏BI),飞猪,旅游,50000人,南京,江苏南京,本科,5-10年,15K-25K,15000,25000,中级(15K-25K),统计分析|大数据|数据仓库|深度学习|NLP|回归分析|ETL|机器学习,全职,否,2025-03-20
JOB00221,数据分析经理,陆金所,金融,5000人,北京,北京,硕士,10年以上,35K-50K,35000,50000,高级(40K以上),统计分析|BI工具|回归分析|数据清洗|SPSS|Tableau|深度学习,全职,否,2025-01-25
JOB00222,数据分析师(偏算法),陆金所,金融,5000人,东莞,广东东莞,硕士,5-10年,10K-15K,10000,15000,中初级(8K-15K),SPSS|数据清洗|回归分析|机器学习,全职,否,2025-05-01
JOB00223,风控数据分析师,链家,房产,10000人,东莞,广东东莞,本科,3-5年,6K-10K,6000,10000,中初级(8K-15K),数据仓库|A/B测试|SPSS|大数据|Python|Excel,全职,是,2025-01-17
JOB00224,产品数据分析师,知乎,互联网/IT,1000人,北京,北京,本科,3-5年,15K-25K,15000,25000,中级(15K-25K),SPSS|数据挖掘|机器学习|Python|SQL|Power BI|回归分析|竞品分析,全职,否,2025-07-12
JOB00225,产品数据分析师,B站,互联网/IT,5000人,重庆,重庆,硕士,3-5年,12K-18K,12000,18000,中级(15K-25K),机器学习|Power BI|SPSS|增长分析|Hive,兼职,否,2025-06-11
JOB00226,商业数据分析师,工商银行,金融,50000人,天津,天津,硕士,10年以上,15K-25K,15000,25000,中级(15K-25K),回归分析|深度学习|SPSS|数据可视化|A/B测试|竞品分析|增长分析|Power BI,全职,是,2025-06-19
JOB00227,数据分析实习生,小鹏汽车,汽车,5000人,东莞,广东东莞,本科,3-5年,10K-15K,10000,15000,中初级(8K-15K),指标体系|回归分析|Tableau|大数据,全职,是,2025-02-21
JOB00228,高级数据分析师,拼多多,互联网/IT,10000人,长沙,湖南长沙,本科,3-5年,20K-30K,20000,30000,中高级(25K-40K),数据建模|数据挖掘|Tableau|增长分析|SQL,全职,是,2025-04-16
JOB00229,数据分析师(偏算法),理想汽车,汽车,5000人,重庆,重庆,本科,1-3年,10K-15K,10000,15000,中初级(8K-15K),指标体系|BI工具|埋点分析|数据清洗|SPSS|Spark|Excel,全职,否,2025-01-11
JOB00230,增长数据分析师,玛氏,消费品,10000人,广州,广东广州,本科,1-3年,10K-15K,10000,15000,中初级(8K-15K),数据仓库|Excel|机器学习,全职,否,2025-04-23
JOB00231,数据分析专员,美团,互联网/IT,50000人,合肥,安徽合肥,硕士,1-3年,20K-30K,20000,30000,中高级(25K-40K),Tableau|机器学习|R,全职,否,2025-05-24
JOB00232,数据分析师(偏BI),途牛,旅游,1000人,西安,陕西西安,硕士,1-3年,6K-10K,6000,10000,中初级(8K-15K),数据仓库|深度学习|大数据|Power BI|Python|统计分析|SQL,全职,否,2025-06-21
JOB00233,高级数据分析师,知乎,互联网/IT,1000人,武汉,湖北武汉,本科,5-10年,25K-35K,25000,35000,中高级(25K-40K),NLP|Tableau|A/B测试|数据可视化|大数据|增长分析,全职,否,2025-03-13
JOB00234,商业数据分析师,安居客,房产,5000人,成都,四川成都,本科,1-3年,10K-15K,10000,15000,中初级(8K-15K),回归分析|Python|Power BI|BI工具|竞品分析,全职,否,2025-03-26
JOB00235,数据分析师(偏算法),途牛,旅游,1000人,合肥,安徽合肥,博士,3-5年,12K-18K,12000,18000,中级(15K-25K),深度学习|ETL|Hive|数据仓库|埋点分析|大数据,全职,否,2025-03-03
JOB00236,策略数据分析师,小鹏汽车,汽车,5000人,上海,上海,本科,10年以上,15K-25K,15000,25000,中级(15K-25K),Power BI|Tableau|BI工具|Spark|SPSS|增长分析|R,全职,否,2025-04-03
JOB00237,用户数据分析师,顺丰,物流,50000人,武汉,湖北武汉,博士,3-5年,18K-25K,18000,25000,中级(15K-25K),增长分析|数据挖掘|Excel|数据可视化|数据仓库,全职,否,2025-03-17
JOB00238,数据分析师(偏BI),猿辅导,教育,10000人,北京,北京,硕士,3-5年,12K-18K,12000,18000,中级(15K-25K),Hive|Power BI|回归分析,全职,否,2025-01-04
JOB00239,用户数据分析师,蚂蚁集团,互联网/IT,10000人,苏州,江苏苏州,硕士,5-10年,18K-25K,18000,25000,中级(15K-25K),指标体系|大数据|回归分析|用户画像|深度学习|Python,全职,是,2025-05-20
JOB00240,数据分析师,比亚迪,汽车,50000人,上海,上海,本科,5-10年,15K-20K,15000,20000,中级(15K-25K),大数据|数据建模|统计分析|SQL|机器学习|A/B测试|竞品分析|深度学习,全职,否,2025-06-04
JOB00241,产品数据分析师,360数科,金融,5000人,杭州,浙江杭州,本科,5-10年,15K-25K,15000,25000,中级(15K-25K),增长分析|Hive|用户画像|指标体系|Excel,全职,是,2025-07-14
JOB00242,数据分析专员,微博,互联网/IT,5000人,大连,辽宁大连,硕士,5-10年,10K-15K,10000,15000,中初级(8K-15K),A/B测试|竞品分析|ETL,全职,否,2025-05-19
JOB00243,商业数据分析师,美团,互联网/IT,50000人,成都,四川成都,本科,5-10年,18K-25K,18000,25000,中级(15K-25K),Spark|Python|统计分析,全职,否,2025-07-15
JOB00244,产品数据分析师,陌陌,互联网/IT,5000人,郑州,河南郑州,本科,1-3年,5K-8K,5000,8000,初级(8K以下),用户画像|Spark|SPSS|大数据|回归分析|数据仓库,全职,否,2025-03-24
JOB00245,风控数据分析师,拼多多,互联网/IT,10000人,苏州,江苏苏州,大专,不限,18K-25K,18000,25000,中级(15K-25K),NLP|数据清洗|指标体系|埋点分析,全职,是,2025-05-01
JOB00246,数据分析师,阿里巴巴,互联网/IT,50000人,青岛,山东青岛,硕士,3-5年,12K-18K,12000,18000,中级(15K-25K),数据建模|用户画像|数据挖掘|A/B测试,全职,否,2025-03-14
JOB00247,数据分析师(偏运营),理想汽车,汽车,5000人,重庆,重庆,本科,1-3年,8K-12K,8000,12000,中初级(8K-15K),数据可视化|回归分析|Tableau|SQL|ETL|埋点分析|统计分析,全职,否,2025-03-10
JOB00248,数据分析师(偏算法),华为,通信/电子,50000人,青岛,山东青岛,本科,10年以上,15K-20K,15000,20000,中级(15K-25K),数据建模|指标体系|竞品分析|A/B测试|R,全职,是,2025-01-26
JOB00249,用户数据分析师,比亚迪,汽车,50000人,长沙,湖南长沙,硕士,5-10年,15K-20K,15000,20000,中级(15K-25K),Hive|数据可视化|增长分析|Python|回归分析,全职,否,2025-02-11
JOB00250,产品数据分析师,陆金所,金融,5000人,天津,天津,本科,3-5年,25K-35K,25000,35000,中高级(25K-40K),A/B测试|SPSS|埋点分析|数据仓库|深度学习|NLP|Tableau,全职,否,2025-06-26
JOB00251,数据分析师(偏算法),建设银行,金融,50000人,长沙,湖南长沙,硕士,1-3年,8K-12K,8000,12000,中初级(8K-15K),Hive|数据挖掘|机器学习|统计分析|数据建模,全职,否,2025-01-16
JOB00252,商业数据分析师,网易,互联网/IT,50000人,东莞,广东东莞,本科,3-5年,10K-15K,10000,15000,中初级(8K-15K),Tableau|埋点分析|数据可视化|ETL|A/B测试|Hive|Python,全职,否,2025-02-11
JOB00253,数据分析师(偏算法),中国一汽,汽车,50000人,东莞,广东东莞,硕士,10年以上,6K-10K,6000,10000,中初级(8K-15K),SPSS|BI工具|Excel|大数据|机器学习|指标体系|NLP|增长分析,全职,否,2025-03-07
JOB00254,高级数据分析师,招商银行,金融,50000人,东莞,广东东莞,硕士,5-10年,18K-25K,18000,25000,中级(15K-25K),用户画像|Hive|指标体系|数据可视化,全职,否,2025-06-12
JOB00255,数据分析师,阿里巴巴,互联网/IT,50000人,长沙,湖南长沙,硕士,3-5年,4K-6K,4000,6000,初级(8K以下),增长分析|数据清洗|深度学习|竞品分析|统计分析|A/B测试|Power BI|Tableau,全职,否,2025-02-03
JOB00256,数据分析师(偏运营),百度,互联网/IT,50000人,苏州,江苏苏州,硕士,3-5年,12K-18K,12000,18000,中级(15K-25K),Hive|埋点分析|Power BI|机器学习|大数据,全职,否,2025-07-13
JOB00257,数据分析师,腾讯,互联网/IT,50000人,南京,江苏南京,本科,10年以上,8K-12K,8000,12000,中初级(8K-15K),ETL|SPSS|Tableau|统计分析|竞品分析|指标体系|Python,全职,否,2025-07-18
JOB00258,数据分析师,网易,互联网/IT,50000人,佛山,广东佛山,博士,3-5年,15K-20K,15000,20000,中级(15K-25K),竞品分析|Tableau|Hive,全职,否,2025-03-16
JOB00259,策略数据分析师,海康威视,通信/电子,50000人,武汉,湖北武汉,硕士,3-5年,8K-12K,8000,12000,中初级(8K-15K),埋点分析|ETL|数据建模,全职,否,2025-04-27
JOB00260,高级数据分析师,华为,通信/电子,50000人,大连,辽宁大连,硕士,3-5年,20K-30K,20000,30000,中高级(25K-40K),R|用户画像|NLP|BI工具|数据建模|ETL,全职,否,2025-05-16
JOB00261,资深数据分析师,微众银行,金融,1000人,青岛,山东青岛,本科,3-5年,30K-40K,30000,40000,中高级(25K-40K),深度学习|回归分析|埋点分析,兼职,否,2025-06-04
